Mar 14 10:00:53 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:00:53.767579Z  INFO facaibot::storage::cold: flushed binance_ticks to QuestDB count=53
Mar 14 10:01:03 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:03.058735Z  INFO facaibot::engine::evaluator: Leg 1 signal generated direction=Down expected_pct=0.0326811784917721451651104249 target_pct=0.03 tier="MED" yes_mid=0.3350 ask_price=0.66 entry_size=13.50 alloc=8.91 bot_contested=false time_remaining_secs=236 composite_score=0.507665937127068
Mar 14 10:01:03 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:03.058755Z  INFO facaibot::executor::live: Leg 1: maker post-only at 0.66 side=Buy token=5081950495765325573239336612658083970352591379568114799151653888415832448145 price=0.66 size=13.50 expected_pct=0.0326811784917721451651104249 tier="MED"
Mar 14 10:01:03 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:03.058760Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=5081950495765325573239336612658083970352591379568114799151653888415832448145 side=Buy price=0.66 size=13.50 order_type=Gtc post_only=true
Mar 14 10:01:04 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:04.050399Z ERROR facaibot::executor::live: Leg 1 maker placement FAILED: SDK post_order failed (token=5081950495765325573239336612658083970352591379568114799151653888415832448145, side=Buy, price=0.66, size=13.50): Status: error(400 Bad Request) making POST call to /order with {"error":"invalid post-only order: order crosses book"}
Mar 14 10:01:04 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:04.054773Z  WARN facaibot::engine::strategy: order placement failed — leg state reset to None is_leg2=false
Mar 14 10:01:09 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:09.594762Z  INFO facaibot::engine::strategy: buildup CONFIRMED direction=Up composite_score=0.4385825053487059 buildup_detected_ms=1773482469594
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.520325Z  INFO facaibot::engine::strategy: buildup CONFIRMED direction=Up composite_score=0.3993103615883774 buildup_detected_ms=1773482484520
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.520359Z  INFO facaibot::engine::evaluator: Leg 1 signal generated direction=Up expected_pct=0.0238464630924529290165090311 target_pct=0.02 tier="LOW" yes_mid=0.4350 ask_price=0.43 entry_size=17.44 alloc=7.50 bot_contested=false time_remaining_secs=215 composite_score=0.3993103615883774
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.520386Z  INFO facaibot::executor::live: Leg 1: maker post-only at 0.43 side=Buy token=61847401152231869289953565595164413418636691009840313920026471341852854378978 price=0.43 size=17.44 expected_pct=0.0238464630924529290165090311 tier="LOW"
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.520393Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=61847401152231869289953565595164413418636691009840313920026471341852854378978 side=Buy price=0.43 size=17.44 order_type=Gtc post_only=true
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.721136Z  INFO facaibot::executor::live: Leg 1: maker posted order_id=0xc5bdf3ea0f29c5834ff6c3c2eb6d6455275cf968ec42819793e34531d1d0ab5c status=Placed already_filled=false
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.724654Z  INFO facaibot::engine::strategy: Leg 1 posted — immediate drift detected, cancelling for repost price=0.43 current_ask=0.44 drift=0.01 repost_count=1
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.724683Z  INFO facaibot::gateway::polymarket::rest: cancelling order via SDK order_id="0xc5bdf3ea0f29c5834ff6c3c2eb6d6455275cf968ec42819793e34531d1d0ab5c"
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.724942Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0xc5bdf3ea0f29c5834ff6c3c2eb6d6455275cf968ec42819793e34531d1d0ab5c" status="LIVE"
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.972628Z  INFO facaibot::executor::live: Leg 1 cancel result order_id=0xc5bdf3ea0f29c5834ff6c3c2eb6d6455275cf968ec42819793e34531d1d0ab5c was_cancelled=true
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.977187Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0xc5bdf3ea0f29c5834ff6c3c2eb6d6455275cf968ec42819793e34531d1d0ab5c" status="CANCELED"
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.977213Z  INFO facaibot::engine::strategy: Leg 1 cancel confirmed — re-arming for repost order_id=0xc5bdf3ea0f29c5834ff6c3c2eb6d6455275cf968ec42819793e34531d1d0ab5c repost_count=2
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.977227Z  WARN facaibot::engine::strategy: TradeStatusUpdate unmatched — buffering order_id=0xc5bdf3ea0f29c5834ff6c3c2eb6d6455275cf968ec42819793e34531d1d0ab5c status=Canceled
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.977240Z  INFO facaibot::engine::evaluator: Leg 1 signal generated direction=Up expected_pct=0.0243990808714896507555514329 target_pct=0.02 tier="LOW" yes_mid=0.45 ask_price=0.45 entry_size=16.67 alloc=7.50 bot_contested=false time_remaining_secs=215 composite_score=0.3993103615883774
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.977261Z  INFO facaibot::executor::live: Leg 1: maker post-only at 0.45 side=Buy token=61847401152231869289953565595164413418636691009840313920026471341852854378978 price=0.45 size=16.67 expected_pct=0.0243990808714896507555514329 tier="LOW"
Mar 14 10:01:24 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:24.977272Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=61847401152231869289953565595164413418636691009840313920026471341852854378978 side=Buy price=0.45 size=16.67 order_type=Gtc post_only=true
Mar 14 10:01:25 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:25.581270Z  INFO facaibot::executor::live: Leg 1: maker posted order_id=0x361b7122c1a28c43c90726b4bfe58f5e353f51c5d7870e6ab3fe20b2a3840eb5 status=Placed already_filled=false
Mar 14 10:01:25 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:25.597258Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x361b7122c1a28c43c90726b4bfe58f5e353f51c5d7870e6ab3fe20b2a3840eb5" status="LIVE"
Mar 14 10:01:25 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:25.610006Z  INFO facaibot::engine::strategy: Leg 1 posted — immediate drift detected, cancelling for repost price=0.45 current_ask=0.53 drift=0.08 repost_count=2
Mar 14 10:01:25 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:25.610026Z  INFO facaibot::gateway::polymarket::rest: cancelling order via SDK order_id="0x361b7122c1a28c43c90726b4bfe58f5e353f51c5d7870e6ab3fe20b2a3840eb5"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.032983Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x361b7122c1a28c43c90726b4bfe58f5e353f51c5d7870e6ab3fe20b2a3840eb5" status="CANCELED"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.033978Z  INFO facaibot::executor::live: Leg 1 cancel result order_id=0x361b7122c1a28c43c90726b4bfe58f5e353f51c5d7870e6ab3fe20b2a3840eb5 was_cancelled=true
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.059552Z  INFO facaibot::engine::strategy: Leg 1 cancel confirmed — re-arming for repost order_id=0x361b7122c1a28c43c90726b4bfe58f5e353f51c5d7870e6ab3fe20b2a3840eb5 repost_count=3
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.059572Z  INFO facaibot::engine::evaluator: Leg 1 signal generated direction=Up expected_pct=0.0271649894010724588708956513 target_pct=0.02 tier="LOW" yes_mid=0.5550 ask_price=0.55 entry_size=13.64 alloc=7.50 bot_contested=false time_remaining_secs=213 composite_score=0.3993103615883774
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.059590Z  INFO facaibot::executor::live: Leg 1: maker post-only at 0.55 side=Buy token=61847401152231869289953565595164413418636691009840313920026471341852854378978 price=0.55 size=13.64 expected_pct=0.0271649894010724588708956513 tier="LOW"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.059595Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=61847401152231869289953565595164413418636691009840313920026471341852854378978 side=Buy price=0.55 size=13.64 order_type=Gtc post_only=true
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.326597Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006" status="LIVE"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.330937Z  INFO facaibot::executor::live: Leg 1: maker posted order_id=0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006 status=Placed already_filled=false
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.334762Z  INFO facaibot::engine::strategy: repost CAPPED on order posted — cancelling stale order price=0.55 current_ask=0.56 drift=0.01 repost_count=3 max_repost=3 max_chase=3
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.334791Z  INFO facaibot::gateway::polymarket::rest: cancelling order via SDK order_id="0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.373038Z  INFO facaibot::executor::live: Leg 1 cancel result order_id=0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006 was_cancelled=false
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.394956Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006" status="MATCHED"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.394986Z  INFO facaibot::engine::strategy: Leg 1 fill confirmed order_id=0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006 price=0.55 size=13.64 status=Matched
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.394993Z  WARN facaibot::engine::strategy: partial fill on Leg 1 — deferring alert to MINED order_id=0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006 matched=5.45 original=13.64
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.394998Z  INFO facaibot::engine::strategy: leg2 hedge initialised tier="LOW" fill_price=0.55 fill_size=5.45 phase1_target_price=0.43
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.395170Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=5081950495765325573239336612658083970352591379568114799151653888415832448145 side=Buy price=0.43 size=5.45 order_type=Gtc post_only=true
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.398825Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006" status="MATCHED"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.398848Z  INFO facaibot::engine::strategy: deferred partial fill resolved — fully filled order_id=0xdbc1713acb36196b096832a150c49e3c87d2c709bf601460197e4d95e3978006
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.570749Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5" status="LIVE"
Mar 14 10:01:26 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:26.573831Z  INFO facaibot::executor::live: Leg 2 hedge: new order placed order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5 price=0.43
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.079461Z  INFO facaibot::engine::evaluator: phase 1 timeout — posting phase 2 alongside elapsed_ms=2500 phase2_price=0.45
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.079496Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=5081950495765325573239336612658083970352591379568114799151653888415832448145 side=Buy price=0.45 size=5.45 order_type=Gtc post_only=true
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.367690Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x1d32fb3a0eb094d2c7458cc013e949d88933cf38fcdfa41e1147dd85a15f661c" status="LIVE"
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.369284Z  INFO facaibot::executor::live: Leg 2 Phase 2: order placed alongside Phase 1 order_id=0x1d32fb3a0eb094d2c7458cc013e949d88933cf38fcdfa41e1147dd85a15f661c price=0.45
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.378203Z  WARN facaibot::engine::evaluator: phase 2 breach — immediate FOK taker leg1_price=0.55 ask_price=0.46 phase2_posted=Some(0.45) fok_size=5.45 price=0.46
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.378217Z  INFO facaibot::executor::live: Leg 2 emergency: cancelling resting order order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.378220Z  INFO facaibot::gateway::polymarket::rest: cancelling order via SDK order_id="0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5"
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.641181Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x1d32fb3a0eb094d2c7458cc013e949d88933cf38fcdfa41e1147dd85a15f661c" status="LIVE"
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.678666Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x1d32fb3a0eb094d2c7458cc013e949d88933cf38fcdfa41e1147dd85a15f661c" status="MATCHED"
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.678706Z  INFO facaibot::engine::strategy: Leg 2 fill — pair complete order_id=0x1d32fb3a0eb094d2c7458cc013e949d88933cf38fcdfa41e1147dd85a15f661c fill_price=0.45 fill_size=5.45 status=Matched
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.678727Z  INFO facaibot::engine::strategy: dual-order: storing orphan, emitting cancel orphan_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5 orphan_price=0.43
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.678774Z  INFO facaibot::engine::strategy: live trade pair complete — resetting for next trade l1_price=0.55 l2_price=0.45 pair_cost=1.00 net_profit=0.00
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.680305Z  INFO facaibot::engine::strategy: trade cooldown ended — trading enabled elapsed_ms=2
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.760314Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5" status="MATCHED"
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.760351Z  INFO facaibot::gateway::polymarket::user_ws: User WS: order event order_id="0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5" status="MATCHED"
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.760358Z  WARN facaibot::engine::strategy: DOUBLE-FILL: orphan order filled — triggering rebalance order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5 status=Matched
Mar 14 10:01:29 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:29.760379Z  WARN facaibot::engine::strategy: DOUBLE-FILL: orphan order filled — triggering rebalance order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5 status=Matched
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.214919Z  WARN facaibot::executor::live: Leg 2 emergency cancel NOT confirmed — order may have filled, skipping replacement order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.214949Z  INFO facaibot::executor::live: cancelling specific Leg 2 order order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.214952Z  INFO facaibot::gateway::polymarket::rest: cancelling order via SDK order_id="0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5"
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.240074Z  INFO facaibot::executor::live: cancelling specific Leg 2 order order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.240081Z  INFO facaibot::gateway::polymarket::rest: cancelling order via SDK order_id="0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5"
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.240180Z  WARN facaibot::engine::strategy: orphan cancel NOT confirmed — watching for fill via User WS order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.273275Z  WARN facaibot::executor::live: REBALANCE: FOK buy Leg 1 side to recover from double-fill price=0.45 size=5.45
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.273285Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=61847401152231869289953565595164413418636691009840313920026471341852854378978 side=Buy price=0.45 size=5.40 order_type=Fok post_only=false
Mar 14 10:01:30 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:30.297145Z  WARN facaibot::engine::strategy: orphan cancel NOT confirmed — watching for fill via User WS order_id=0x555e7d4e69b528a1a012948c54f41ea30e7a7fbf4368f7e87ad219e90f84c4c5
Mar 14 10:01:31 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:31.252262Z  WARN facaibot::executor::live: rebalance FOK failed — escalating price error=SDK post_order failed (token=61847401152231869289953565595164413418636691009840313920026471341852854378978, side=Buy, price=0.45, size=5.40): Status: error(400 Bad Request) making POST call to /order with {"error":"order couldn't be fully filled. FOK orders are fully filled or killed."}
Mar 14 10:01:31 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]:  price=0.45
Mar 14 10:01:31 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:31.252289Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=61847401152231869289953565595164413418636691009840313920026471341852854378978 side=Buy price=0.46 size=5.00 order_type=Fok post_only=false
Mar 14 10:01:31 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:31.886215Z  WARN facaibot::executor::live: rebalance FOK failed — escalating price error=SDK post_order failed (token=61847401152231869289953565595164413418636691009840313920026471341852854378978, side=Buy, price=0.46, size=5.00): Status: error(400 Bad Request) making POST call to /order with {"error":"order couldn't be fully filled. FOK orders are fully filled or killed."}
Mar 14 10:01:31 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]:  price=0.46
Mar 14 10:01:31 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:31.886270Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=61847401152231869289953565595164413418636691009840313920026471341852854378978 side=Buy price=0.47 size=5.00 order_type=Fok post_only=false
Mar 14 10:01:32 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:32.313197Z  WARN facaibot::executor::live: rebalance FOK failed — escalating price error=SDK post_order failed (token=61847401152231869289953565595164413418636691009840313920026471341852854378978, side=Buy, price=0.47, size=5.00): Status: error(400 Bad Request) making POST call to /order with {"error":"order couldn't be fully filled. FOK orders are fully filled or killed."}
Mar 14 10:01:32 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]:  price=0.47
Mar 14 10:01:32 ip-172-31-41-184.eu-west-1.compute.internal facaibot[4209]: 2026-03-14T10:01:32.313220Z  INFO facaibot::gateway::polymarket::rest: placing order via SDK token_id=61847401152231869289953565595164413418636691009840313920026471341852854378978 side=Buy price=0.48 size=5.25 order_type=Fok post_only=false
